ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
349,male,group D,high school,free/reduced,none,75,74,66,single,regularly,school_bus,5 - 10
350,male,group E,associate's degree,standard,none,87,74,76,married,regularly,private,5 - 10
351,female,group B,bachelor's degree,standard,none,52,65,69,single,sometimes,school_bus,5 - 10
352,male,group E,some college,standard,none,66,57,52,single,sometimes,private,> 10
353,female,group C,some college,standard,completed,63,78,80,married,sometimes,private,> 10
354,female,group C,associate's degree,standard,none,46,58,57,married,sometimes,walking,> 10
355,female,group C,some college,standard,none,59,71,70,single,sometimes,school_bus,> 10
356,female,group B,bachelor's degree,standard,none,61,72,70,single,sometimes,private,5 - 10
357,male,group A,associate's degree,standard,none,63,61,61,single,sometimes,private,> 10
358,female,group C,some college,free/reduced,completed,42,66,69,married,regularly,private,5 - 10
359,male,group D,some college,free/reduced,none,59,62,61,single,sometimes,school_bus,5 - 10
360,female,group D,some college,standard,none,80,90,89,divorced,sometimes,private,< 5
361,female,group B,high school,standard,none,58,62,59,married,sometimes,walking,5 - 10
362,male,group B,some high school,standard,completed,85,84,78,divorced,regularly,private,> 10
363,female,group C,some college,standard,none,52,58,58,divorced,never,private,5 - 10
364,female,group D,some high school,free/reduced,none,27,34,32,divorced,regularly,private,5 - 10
365,male,group C,some college,standard,none,59,60,58,single,sometimes,school_bus,< 5
366,male,group A,bachelor's degree,free/reduced,completed,49,58,60,widowed,regularly,school_bus,5 - 10
367,male,group C,high school,standard,completed,69,58,53,single,sometimes,private,5 - 10
368,male,group C,bachelor's degree,free/reduced,none,61,66,61,married,sometimes,school_bus,< 5
369,female,group A,some high school,free/reduced,none,44,64,58,single,regularly,private,5 - 10
370,female,group D,some high school,standard,none,73,84,85,single,sometimes,private,< 5
371,male,group E,some college,standard,none,84,77,71,married,sometimes,school_bus,> 10
372,female,group C,some college,free/reduced,completed,45,73,70,divorced,regularly,private,> 10
373,male,group D,some high school,standard,none,74,74,72,single,sometimes,school_bus,5 - 10
374,female,group D,some college,standard,completed,82,97,96,married,never,school_bus,5 - 10
375,female,group D,bachelor's degree,standard,none,59,70,73,single,regularly,school_bus,< 5
376,male,group E,associate's degree,free/reduced,none,46,43,41,single,never,private,< 5
377,female,group D,some high school,standard,none,80,90,82,married,regularly,private,5 - 10
378,female,group D,master's degree,free/reduced,completed,85,95,100,married,sometimes,school_bus,5 - 10
379,female,group A,some high school,standard,none,71,83,77,married,regularly,school_bus,> 10
380,male,group A,bachelor's degree,standard,none,66,64,62,single,sometimes,private,5 - 10
381,female,group B,associate's degree,standard,none,80,86,83,single,regularly,school_bus,5 - 10
382,male,group C,associate's degree,standard,completed,87,100,95,married,regularly,walking,< 5
383,male,group C,master's degree,free/reduced,none,79,81,71,married,regularly,school_bus,> 10
384,female,group E,some high school,free/reduced,none,38,49,45,married,regularly,school_bus,5 - 10
385,female,group A,some high school,free/reduced,none,38,43,43,divorced,sometimes,school_bus,5 - 10
386,female,group E,some college,standard,none,67,76,75,widowed,never,school_bus,> 10
387,female,group E,bachelor's degree,standard,none,64,73,70,not specified,regularly,private,5 - 10
388,female,group C,associate's degree,free/reduced,none,57,78,67,widowed,regularly,school_bus,5 - 10
389,female,group D,high school,standard,none,62,64,64,married,sometimes,private,5 - 10
390,male,group D,master's degree,standard,none,73,70,75,married,regularly,school_bus,5 - 10
391,male,group E,some high school,free/reduced,completed,73,67,59,single,regularly,private,5 - 10
392,female,group D,some college,standard,none,77,68,77,married,sometimes,private,< 5
393,male,group E,some college,standard,none,76,67,67,married,sometimes,walking,< 5
394,male,group C,associate's degree,standard,completed,57,54,56,married,regularly,private,5 - 10
395,female,group C,some high school,standard,completed,65,74,77,married,sometimes,private,5 - 10
396,male,group A,high school,free/reduced,none,48,45,41,married,regularly,walking,< 5
397,female,group B,high school,free/reduced,none,50,67,63,divorced,never,private,> 10
398,female,group C,associate's degree,standard,none,85,89,95,married,sometimes,walking,< 5
399,male,group B,some high school,standard,none,74,63,57,married,sometimes,private,5 - 10
400,male,group D,some high school,standard,none,60,59,54,single,sometimes,school_bus,< 5
401,female,group C,some high school,standard,completed,59,54,67,married,regularly,school_bus,5 - 10
402,male,group A,some college,standard,none,53,43,43,single,regularly,private,5 - 10
403,female,group A,some college,free/reduced,none,49,65,55,single,sometimes,private,5 - 10
404,female,group D,high school,standard,completed,88,99,100,married,sometimes,school_bus,> 10
405,female,group C,high school,standard,none,54,59,62,married,sometimes,private,< 5
406,female,group C,some high school,standard,none,63,73,68,single,sometimes,school_bus,5 - 10
407,male,group B,associate's degree,standard,completed,65,65,63,single,never,school_bus,< 5
408,female,group B,associate's degree,standard,none,82,80,77,divorced,sometimes,school_bus,< 5
409,female,group D,high school,free/reduced,completed,52,57,56,married,sometimes,walking,> 10
410,male,group D,associate's degree,standard,completed,87,84,85,married,sometimes,private,5 - 10
411,female,group D,master's degree,standard,completed,70,71,74,married,regularly,school_bus,5 - 10
412,male,group E,some college,standard,completed,84,83,78,divorced,sometimes,private,5 - 10
413,male,group D,associate's degree,standard,none,71,66,60,single,regularly,school_bus,< 5
414,male,group B,some high school,standard,completed,63,67,67,married,sometimes,school_bus,5 - 10
415,female,group C,bachelor's degree,free/reduced,completed,51,72,79,single,regularly,school_bus,5 - 10
416,male,group E,high school,standard,none,84,73,69,married,sometimes,walking,5 - 10
417,male,group C,bachelor's degree,standard,completed,71,74,68,married,sometimes,school_bus,5 - 10
418,male,group C,associate's degree,standard,none,74,73,67,not specified,sometimes,school_bus,< 5
419,male,group D,some college,standard,none,68,59,62,married,sometimes,school_bus,5 - 10
420,male,group E,high school,free/reduced,completed,57,56,54,divorced,regularly,walking,5 - 10
421,female,group C,associate's degree,free/reduced,completed,82,93,93,not specified,regularly,school_bus,> 10
422,female,group D,high school,standard,completed,57,58,64,single,regularly,school_bus,> 10
423,female,group D,master's degree,free/reduced,completed,47,58,67,widowed,regularly,school_bus,5 - 10
424,female,group A,some high school,standard,completed,59,85,80,single,regularly,school_bus,5 - 10
425,male,group B,some college,free/reduced,none,41,39,34,divorced,sometimes,private,5 - 10
426,female,group C,some college,free/reduced,none,62,67,62,married,sometimes,school_bus,5 - 10
427,male,group C,bachelor's degree,standard,none,86,83,86,married,regularly,school_bus,> 10
428,male,group C,some high school,free/reduced,none,69,71,65,married,never,private,> 10
429,male,group A,some high school,free/reduced,none,65,59,53,not specified,regularly,private,5 - 10
430,male,group C,some high school,free/reduced,none,68,63,54,married,sometimes,school_bus,5 - 10
431,male,group C,associate's degree,free/reduced,none,64,66,59,divorced,sometimes,school_bus,5 - 10
432,female,group C,high school,standard,none,61,72,70,single,regularly,walking,5 - 10
433,male,group C,high school,standard,none,61,56,55,married,regularly,school_bus,5 - 10
434,female,group A,some high school,free/reduced,none,47,59,50,married,sometimes,walking,5 - 10
435,male,group C,some high school,standard,none,73,66,66,married,regularly,private,< 5
436,male,group C,some college,free/reduced,completed,50,48,53,married,sometimes,school_bus,5 - 10
437,male,group D,associate's degree,standard,none,75,68,64,divorced,never,private,5 - 10
438,male,group D,associate's degree,free/reduced,none,75,66,73,widowed,sometimes,school_bus,5 - 10
439,male,group C,high school,standard,none,70,56,51,divorced,sometimes,private,5 - 10
440,male,group D,some high school,standard,completed,89,88,82,married,sometimes,walking,5 - 10
441,female,group C,some college,standard,completed,67,81,79,divorced,sometimes,school_bus,> 10
442,female,group D,high school,standard,none,78,81,80,married,regularly,school_bus,> 10
443,female,group A,some high school,free/reduced,none,59,73,69,single,regularly,private,5 - 10
444,female,group B,associate's degree,standard,none,73,83,76,married,regularly,private,5 - 10
445,male,group A,some high school,free/reduced,none,79,82,73,divorced,sometimes,private,5 - 10
446,female,group C,some high school,standard,completed,67,74,77,married,regularly,private,< 5
447,male,group D,some college,free/reduced,none,69,66,60,married,sometimes,school_bus,5 - 10
448,male,group C,high school,standard,completed,86,81,80,married,sometimes,private,> 10
449,male,group B,high school,standard,none,47,46,42,single,sometimes,private,5 - 10
450,male,group B,associate's degree,standard,none,81,73,72,not specified,sometimes,walking,> 10
451,female,group C,some college,free/reduced,completed,64,85,85,single,sometimes,school_bus,5 - 10
452,female,group E,some college,standard,none,100,92,97,married,sometimes,school_bus,5 - 10
453,female,group C,associate's degree,free/reduced,none,65,77,74,single,never,private,5 - 10
454,male,group C,some college,free/reduced,none,65,58,49,single,sometimes,school_bus,> 10
455,female,group C,associate's degree,free/reduced,none,53,61,62,married,sometimes,private,5 - 10
456,male,group C,bachelor's degree,free/reduced,none,37,56,47,married,sometimes,school_bus,5 - 10
457,female,group D,bachelor's degree,standard,none,79,89,89,married,sometimes,private,> 10
458,male,group D,associate's degree,free/reduced,none,53,54,48,divorced,sometimes,private,5 - 10
459,female,group E,bachelor's degree,standard,none,100,100,100,single,regularly,school_bus,< 5
460,male,group B,high school,standard,completed,72,65,68,married,sometimes,school_bus,< 5
461,male,group C,bachelor's degree,free/reduced,none,53,58,55,married,sometimes,private,5 - 10
462,male,group B,some college,free/reduced,none,54,54,45,married,sometimes,school_bus,5 - 10
463,female,group E,some college,standard,none,71,70,76,divorced,regularly,school_bus,5 - 10
464,female,group C,some college,free/reduced,none,77,90,91,not specified,never,school_bus,5 - 10
465,male,group A,bachelor's degree,standard,completed,75,58,62,married,regularly,school_bus,< 5
466,female,group C,some college,standard,none,84,87,91,divorced,sometimes,walking,5 - 10
467,female,group D,associate's degree,free/reduced,none,26,31,38,married,sometimes,school_bus,5 - 10
468,male,group A,high school,free/reduced,completed,72,67,65,married,sometimes,school_bus,< 5
469,female,group A,high school,free/reduced,completed,77,88,85,divorced,regularly,school_bus,< 5
470,male,group C,some college,standard,none,91,74,76,divorced,sometimes,private,5 - 10
471,female,group C,associate's degree,standard,completed,83,85,90,married,regularly,school_bus,< 5
472,female,group C,high school,standard,none,63,69,74,not specified,sometimes,school_bus,5 - 10
473,female,group C,associate's degree,standard,completed,68,86,84,married,sometimes,school_bus,< 5
474,female,group D,some high school,standard,none,59,67,61,married,sometimes,school_bus,5 - 10
475,female,group B,associate's degree,standard,completed,90,90,91,married,sometimes,private,< 5
476,female,group D,bachelor's degree,standard,completed,71,76,83,divorced,sometimes,school_bus,5 - 10
477,male,group E,bachelor's degree,standard,completed,76,62,66,married,regularly,school_bus,> 10
478,male,group D,associate's degree,standard,none,80,68,72,single,regularly,private,5 - 10
479,female,group D,master's degree,standard,none,55,64,70,married,sometimes,school_bus,< 5
480,male,group E,associate's degree,standard,none,76,71,67,married,regularly,school_bus,5 - 10
481,male,group B,high school,standard,completed,73,71,68,single,sometimes,private,5 - 10
482,female,group D,associate's degree,free/reduced,none,52,59,56,married,regularly,private,5 - 10
483,male,group C,some college,free/reduced,none,68,68,61,married,sometimes,walking,5 - 10
